# thread	start	end	type	task id
5	609293902378312110	609293902378315227	8	3572
5	609293902378781244	609293902378781961	7	3573
5	609293902379248602	609293902379249538	8	3574
5	609293902379692146	609293902379693889	7	3575
5	609293902380165726	609293902380167544	8	3576
5	609293902380545856	609293902380547428	7	3577
5	609293902380555381	609293902380557532	8	3578
5	609293902380988851	609293902380990060	7	3579
5	609293902381389369	609293902381390218	8	3580
5	609293902381671324	609293902381672338	7	3581
5	609293902382080452	609293902382082189	8	3582
5	609293902382512557	609293902382515107	7	3583
5	609293902382880930	609293902382882259	8	3584
5	609293902383405204	609293902383407214	7	3585
5	609293902383831345	609293902383833010	8	3586
5	609293902384209423	609293902384210497	7	3587
5	609293902388531586	609293902388533947	8	3588
4	609293905729391784	609293905777476168	9	3589
6	609293908336568934	609293908658170722	10	3590
4	609293906623838310	609293906640952980	11	3591
4	609293920102084221	609293920225147188	11	3592
5	609293920236544194	609293920252126206	12	3593
4	609293904008329605	609293904029102118	13	3594
4	609293903991449358	609293904008327463	13	3595
5	609293903991012675	609293904010186818	13	3596
4	609293903980497081	609293903991445317	13	3597
5	609293903979192354	609293903991006378	13	3598
4	609293903974272759	609293903980492974	13	3599
5	609293903973031437	609293903979185256	13	3600
4	609293903971389972	609293903974268505	13	3601
5	609293903970668655	609293903973027846	13	3602
4	609293903970488115	609293903971386777	13	3603
4	609293903970065013	609293903970486828	13	3604
4	609293903970064590	609293903970064674	13	3605
4	609293903970064176	609293903970064260	13	3606
4	609293903970063393	609293903970063846	13	3607
4	609293903970061470	609293903970062427	13	3608
4	609293903970060636	609293903970061140	13	3609
4	609293903970059724	609293903970060294	13	3610
4	609293903970058818	609293903970059394	13	3611
4	609293903970058044	609293903970058485	13	3612
4	609293903970057258	609293903970057705	13	3613
4	609293903970056391	609293903970056925	13	3614
4	609293903970055977	609293903970056061	13	3615
4	609293903970055569	609293903970055644	13	3616
4	609293903970055155	609293903970055239	13	3617
4	609293903970054738	609293903970054822	13	3618
4	609293903970054117	609293903970054201	13	3619
4	609293903970053139	609293903970053223	13	3620
4	609293903970052506	609293903970052590	13	3621
4	609293903970052104	609293903970052176	13	3622
4	609293903970051561	609293903970051636	13	3623
4	609293903970050751	609293903970050832	13	3624
4	609293903970050334	609293903970050418	13	3625
4	609293903970049899	609293903970050004	13	3626
4	609293903970049485	609293903970049566	13	3627
4	609293903970049080	609293903970049152	13	3628
4	609293903970048663	609293903970048738	13	3629
4	609293903970048246	609293903970048330	13	3630
4	609293903970047805	609293903970047913	13	3631
4	609293903970047370	609293903970047472	13	3632
4	609293903970046950	609293903970047034	13	3633
4	609293903970046509	609293903970046617	13	3634
4	609293903970046071	609293903970046179	13	3635
4	609293903970045048	609293903970045141	13	3636
4	609293903970044634	609293903970044715	13	3637
4	609293903970044226	609293903970044301	13	3638
4	609293903970043809	609293903970043893	13	3639
4	609293903970043392	609293903970043476	13	3640
4	609293903970042966	609293903970043050	13	3641
4	609293903970042549	609293903970042630	13	3642
4	609293903970042135	609293903970042219	13	3643
4	609293903970041721	609293903970041802	13	3644
4	609293903970041310	609293903970041385	13	3645
4	609293903970040896	609293903970040977	13	3646
4	609293903970040482	609293903970040566	13	3647
4	609293903970040065	609293903970040149	13	3648
4	609293903970039651	609293903970039735	13	3649
4	609293903970038646	609293903970039318	13	3650
4	609293903970037701	609293903970038313	13	3651
4	609293903970036258	609293903970036783	13	3652
4	609293903970035481	609293903970035928	13	3653
4	609293903970034458	609293903970035145	13	3654
4	609293903970033588	609293903970034125	13	3655
4	609293903970032781	609293903970033258	13	3656
4	609293903970032367	609293903970032448	13	3657
4	609293903970031800	609293903970031872	13	3658
4	609293903970030114	609293903970031461	13	3659
4	609293903970029328	609293903970029781	13	3660
4	609293903970028683	609293903970028758	13	3661
4	609293903970027528	609293903970028347	13	3662
4	609293903970025611	609293903970026589	13	3663
4	609293903970024828	609293903970025275	13	3664
4	609293903970024414	609293903970024498	13	3665
4	609293903970023649	609293903970024078	13	3666
4	609293903970023214	609293903970023325	13	3667
4	609293903970021261	609293903970021702	13	3668
4	609293903970020631	609293903970020715	13	3669
4	609293903970019818	609293903970020298	13	3670
4	609293903970018858	609293903970019485	13	3671
4	609293903970018054	609293903970018528	13	3672
4	609293903970017655	609293903970017727	13	3673
4	609293903970016866	609293903970017313	13	3674
4	609293903970015771	609293903970016533	13	3675
4	609293903970014970	609293903970015438	13	3676
4	609293903970014553	609293903970014640	13	3677
4	609293903970013311	609293903970014220	13	3678
4	609293903970011643	609293903970012981	13	3679
4	609293903970010857	609293903970011313	13	3680
4	609293903970010443	609293903970010527	13	3681
4	609293903970009672	609293903970010113	13	3682
4	609293903970008751	609293903970009342	13	3683
4	609293903970007398	609293903970007851	13	3684
4	609293903970006774	609293903970006858	13	3685
4	609293903970005913	609293903970006444	13	3686
4	609293903970004965	609293903970005583	13	3687
4	609293903970004041	609293903970004635	13	3688
4	609293903970003270	609293903970003702	13	3689
4	609293903970002127	609293903970002928	13	3690
4	609293903969999760	609293903970000834	13	3691
4	609293903969993724	609293903969997369	13	3692
5	609293905694363187	609293905694368287	13	3693
1	609293899335273264	609293899348162794	7	3694
1	609293900301580263	609293900307209853	8	3695
2	609293901351950103	609293901356324232	7	3696
2	609293901356329275	609293901369280134	8	3697
2	609293901369283968	609293901369284229	7	3698
2	609293901369289059	609293901369290346	8	3699
2	609293901369291156	609293901369291678	7	3700
2	609293901369292752	609293901369293193	8	3701
2	609293901369294645	609293901369295086	7	3702
2	609293901369295923	609293901369296409	8	3703
2	609293901369296784	609293901369296853	7	3704
2	609293901369297282	609293901369297372	8	3705
2	609293901369297711	609293901369297789	7	3706
2	609293901369298500	609293901369299901	8	3707
2	609293901369300276	609293901369300351	7	3708
2	609293901369300735	609293901369300819	8	3709
2	609293901904546461	609293901904548912	7	3710
2	609293901910108146	609293901910110423	8	3711
2	609293901910134879	609293901910135572	7	3712
2	609293901910157205	609293901910157664	8	3713
2	609293901910317261	609293901910318020	7	3714
2	609293901910320786	609293901910322340	8	3715
2	609293901910356891	609293901910357356	7	3716
2	609293901910381728	609293901910382196	8	3717
2	609293901910406277	609293901910406751	7	3718
2	609293901910408698	609293901910409589	8	3719
2	609293901910440645	609293901910441113	7	3720
2	609293901910469346	609293901910469832	8	3721
2	609293901910501131	609293901910501608	7	3722
2	609293901910503627	609293901910504470	8	3723
2	609293901910565661	609293901910566117	7	3724
2	609293901910629756	609293901910630254	8	3725
2	609293901910642821	609293901910643496	7	3726
6	609293901932010771	609293901932013993	8	3727
6	609293901932015448	609293901932016018	7	3728
6	609293901932016798	609293901932017404	8	3729
6	609293901932017752	609293901932018403	7	3730
6	609293901932018811	609293901932021583	8	3731
6	609293901932022123	609293901932022717	7	3732
6	609293901932023191	609293901932023278	8	3733
6	609293901932024319	609293901932024394	7	3734
6	609293901932024796	609293901932025039	8	3735
6	609293901932025387	609293901932025465	7	3736
6	609293901932025867	609293901932025954	8	3737
6	609293901932026308	609293901932029461	7	3738
6	609293901932029914	609293901932029998	8	3739
6	609293901932030349	609293901932030427	7	3740
6	609293901932031783	609293901932031867	8	3741
6	609293901932032248	609293901932032323	7	3742
6	609293901955813770	609293901955814703	8	3743
6	609293901956307357	609293901956307621	7	3744
6	609293901956515797	609293901956515986	8	3745
6	609293901956727030	609293901956727234	7	3746
6	609293901956949897	609293901956951163	8	3747
6	609293901957325170	609293901957325917	7	3748
6	609293901957627297	609293901957628032	8	3749
6	609293901957847320	609293901957848001	7	3750
6	609293901958123428	609293901958124673	8	3751
6	609293901958127430	609293901958128027	7	3752
6	609293901958377474	609293901958378326	8	3753
6	609293901958734684	609293901958735371	7	3754
6	609293901958963470	609293901958967106	8	3755
6	609293901959212191	609293901959213031	7	3756
6	609293901959501913	609293901959502594	8	3757
6	609293901959907396	609293901959908131	7	3758
2	609293901988582569	609293901988588815	8	3759
2	609293901988589796	609293901988590279	7	3760
2	609293901988590678	609293901988591710	8	3761
2	609293901988592052	609293901988592517	7	3762
2	609293901988592925	609293901988593444	8	3763
2	609293901988593783	609293901988594272	7	3764
2	609293901988594680	609293901988595157	8	3765
2	609293901988603527	609293901988603602	7	3766
2	609293901988604001	609293901988604085	8	3767
2	609293901988604430	609293901988604508	7	3768
2	609293901988604919	609293901988605003	8	3769
2	609293901988605345	609293901988605426	7	3770
2	609293901988611396	609293901988611492	8	3771
2	609293901988611837	609293901988611915	7	3772
2	609293901988612320	609293901988612986	8	3773
2	609293901988613328	609293901988613751	7	3774
2	609293902042499187	609293902042500987	8	3775
5	609293902044547704	609293902044550944	7	3776
5	609293902044558585	609293902044560088	8	3777
5	609293902044569301	609293902044570306	7	3778
5	609293902044574704	609293902044576837	8	3779
5	609293902044578091	609293902044578643	7	3780
5	609293902044581805	609293902044582588	8	3781
5	609293902044588588	609293902044589353	7	3782
5	609293902044589746	609293902044593205	8	3783
5	609293902044595629	609293902044595710	7	3784
5	609293902044598548	609293902044599316	8	3785
5	609293902044600909	609293902044600987	7	3786
5	609293902044603675	609293902044606972	8	3787
5	609293902044608688	609293902044609414	7	3788
5	609293902044611940	609293902044615291	8	3789
5	609293902044616155	609293902044616233	7	3790
5	609293902097129685	609293902097131758	8	3791
5	609293902099696581	609293902099697352	7	3792
0	609293902101427875	609293902101433332	8	3793
0	609293902101446805	609293902101448500	7	3794
2	609293902101461589	609293902101469422	8	3795
2	609293902101471180	609293902101472230	7	3796
2	609293902101479898	609293902101483423	8	3797
2	609293902101499692	609293902101502017	7	3798
2	609293902101513315	609293902101520407	8	3799
2	609293902101530871	609293902101531765	7	3800
2	609293902101537075	609293902101545526	8	3801
0	609293902101552909	609293902101554622	7	3802
0	609293902101559749	609293902101564807	8	3803
0	609293902101566970	609293902101568191	7	3804
0	609293902101576474	609293902101580419	8	3805
0	609293902101585768	609293902101586395	7	3806
0	609293902156257498	609293902156260303	8	3807
0	609293902156301025	609293902156302258	7	3808
0	609293902158359136	609293902158360120	8	3809
0	609293902159415022	609293902159417137	7	3810
0	609293902160422716	609293902160423433	8	3811
0	609293902161264483	609293902161267186	7	3812
5	609293902162091358	609293902162094586	8	3813
5	609293902162100289	609293902162102857	7	3814
5	609293902162117326	609293902162119897	8	3815
5	609293902162131222	609293902162132530	7	3816
5	609293902162135962	609293902162139802	8	3817
5	609293902162149195	609293902162149783	7	3818
5	609293902162154505	609293902162156143	8	3819
5	609293902162164480	609293902162165224	7	3820
5	609293902162168065	609293902162168824	8	3821
5	609293902162191603	609293902162192332	7	3822
5	609293902162199718	609293902162231335	8	3823
5	609293902162240575	609293902162241850	7	3824
5	609293902162249428	609293902162251852	8	3825
5	609293902162266528	609293902162267305	7	3826
1	609293902162302156	609293902162303482	8	3827
1	609293902162319073	609293902162319676	7	3828
1	609293902162343445	609293902162345917	8	3829
1	609293902162359684	609293902162360512	7	3830
1	609293902162374363	609293902162377573	8	3831
1	609293902162392210	609293902162394031	7	3832
1	609293902162403118	609293902162406232	8	3833
1	609293902162420947	609293902162422228	7	3834
1	609293902162459173	609293902162460895	8	3835
1	609293902162513881	609293902162515753	7	3836
1	609293902162542228	609293902162544511	8	3837
1	609293902162575390	609293902162577529	7	3838
2	609293902368461907	609293902368465135	8	3839
2	609293902368481557	609293902368483588	7	3840
2	609293902368498909	609293902368505287	8	3841
2	609293902368526833	609293902368528435	7	3842
2	609293902368549600	609293902368552534	8	3843
2	609293902369544886	609293902369549080	7	3844
2	609293902371390486	609293902371395565	8	3845
2	609293902371926247	609293902371928308	7	3846
2	609293902372244163	609293902372249017	8	3847
2	609293902372594143	609293902372594656	7	3848
2	609293902373150301	609293902373153619	8	3849
2	609293902373544099	609293902373544825	7	3850
2	609293902373556840	609293902373558460	8	3851
2	609293902374108684	609293902374110334	7	3852
2	609293902374417435	609293902374419784	8	3853
2	609293902374998451	609293902375000287	7	3854
2	609293902375506534	609293902375507980	8	3855
2	609293902375905042	609293902375906371	7	3856
2	609293902376243727	609293902376245020	8	3857
2	609293902376817495	609293902376819400	7	3858
2	609293902377285957	609293902377287457	8	3859
2	609293902377548586	609293902377549363	7	3860
2	609293902377999870	609293902378004316	8	3861
2	609293902378031073	609293902378033281	7	3862
2	609293902378513257	609293902378516575	8	3863
2	609293902378876257	609293902378876962	7	3864
2	609293902379431473	609293902379434590	8	3865
2	609293902379921862	609293902379923836	7	3866
2	609293902380357861	609293902380360714	8	3867
2	609293902380712176	609293902380713895	7	3868
2	609293902380933969	609293902380936843	8	3869
2	609293902381323807	609293902381325886	7	3870
2	609293902382090073	609293902382093157	8	3871
2	609293902382527779	609293902382528904	7	3872
2	609293902388889261	609293902388890659	8	3873
6	609293902710787479	609293902759322205	9	3874
3	609293903005701639	609293903330798898	10	3875
6	609293902782288342	609293902805736879	11	3876
1	609293920513222122	609293920521897552	11	3877
1	609293920645073484	609293920647256131	12	3878
2	609293902675397334	609293902698076200	13	3879
2	609293902655194260	609293902675393761	13	3880
2	609293902632548520	609293902655189298	13	3881
2	609293902615521036	609293902632537042	13	3882
2	609293902605718275	609293902615520280	13	3883
2	609293902598716503	609293902605717402	13	3884
2	609293902593562980	609293902598715183	13	3885
2	609293902590253188	609293902593561834	13	3886
2	609293902588238946	609293902590252444	13	3887
2	609293902587246492	609293902588238460	13	3888
2	609293902586823441	609293902587245292	13	3889
2	609293902586823084	609293902586823159	13	3890
2	609293902586822712	609293902586822805	13	3891
2	609293902586822355	609293902586822445	13	3892
2	609293902586821995	609293902586822076	13	3893
2	609293902586821626	609293902586821716	13	3894
2	609293902586821260	609293902586821356	13	3895
2	609293902586820894	609293902586820981	13	3896
2	609293902586819859	609293902586819949	13	3897
2	609293902586819490	609293902586819580	13	3898
2	609293902586819121	609293902586819220	13	3899
2	609293902586818746	609293902586818857	13	3900
2	609293902586817687	609293902586817780	13	3901
2	609293902586817321	609293902586817408	13	3902
2	609293902586816961	609293902586817051	13	3903
2	609293902586816010	609293902586816100	13	3904
2	609293902586815650	609293902586815740	13	3905
2	609293902586815293	609293902586815371	13	3906
2	609293902586814924	609293902586815014	13	3907
2	609293902586814567	609293902586814654	13	3908
2	609293902586814192	609293902586814288	13	3909
2	609293902586813832	609293902586813922	13	3910
2	609293902586813472	609293902586813562	13	3911
2	609293902586813106	609293902586813193	13	3912
2	609293902586812743	609293902586812836	13	3913
2	609293902586812383	609293902586812464	13	3914
2	609293902586812017	609293902586812104	13	3915
2	609293902586811222	609293902586811747	13	3916
2	609293902586810442	609293902586810943	13	3917
2	609293902586809716	609293902586810163	13	3918
2	609293902586808918	609293902586809437	13	3919
2	609293902586807574	609293902586808060	13	3920
2	609293902586806884	609293902586807301	13	3921
2	609293902586805882	609293902586806617	13	3922
2	609293902586805522	609293902586805612	13	3923
2	609293902586805165	609293902586805252	13	3924
2	609293902586804793	609293902586804886	13	3925
2	609293902586804433	609293902586804520	13	3926
2	609293902586804073	609293902586804166	13	3927
2	609293902586803704	609293902586803791	13	3928
2	609293902586803335	609293902586803425	13	3929
2	609293902586802966	609293902586803056	13	3930
2	609293902586802606	609293902586802696	13	3931
2	609293902586802249	609293902586802336	13	3932
2	609293902586801880	609293902586801973	13	3933
2	609293902586801523	609293902586801610	13	3934
2	609293902586801163	609293902586801256	13	3935
2	609293902586799939	609293902586800026	13	3936
2	609293902586799546	609293902586799666	13	3937
2	609293902586799162	609293902586799267	13	3938
2	609293902586798799	609293902586798886	13	3939
2	609293902586798442	609293902586798520	13	3940
2	609293902586798079	609293902586798169	13	3941
2	609293902586797719	609293902586797806	13	3942
2	609293902586797350	609293902586797440	13	3943
2	609293902586796993	609293902586797080	13	3944
2	609293902586796633	609293902586796726	13	3945
2	609293902586796264	609293902586796354	13	3946
2	609293902586795907	609293902586795994	13	3947
2	609293902586795547	609293902586795634	13	3948
2	609293902586795175	609293902586795268	13	3949
2	609293902586794812	609293902586794905	13	3950
2	609293902586794455	609293902586794533	13	3951
2	609293902586793486	609293902586793567	13	3952
2	609293902586793117	609293902586793210	13	3953
2	609293902586792760	609293902586792847	13	3954
2	609293902586792403	609293902586792484	13	3955
2	609293902586792037	609293902586792124	13	3956
2	609293902586791668	609293902586791761	13	3957
2	609293902586790954	609293902586791389	13	3958
2	609293902586790111	609293902586790684	13	3959
2	609293902586789376	609293902586789841	13	3960
2	609293902586788632	609293902586789094	13	3961
2	609293902586787888	609293902586788353	13	3962
2	609293902586787159	609293902586787606	13	3963
2	609293902586786415	609293902586786892	13	3964
2	609293902586785647	609293902586786142	13	3965
2	609293902586785290	609293902586785377	13	3966
2	609293902586784921	609293902586785011	13	3967
2	609293902586784204	609293902586784282	13	3968
2	609293902586783832	609293902586783925	13	3969
2	609293902586783091	609293902586783562	13	3970
2	609293902586782335	609293902586782821	13	3971
2	609293902586781558	609293902586782065	13	3972
2	609293902586780751	609293902586781288	13	3973
2	609293902586779599	609293902586780409	13	3974
2	609293902586778807	609293902586779326	13	3975
2	609293902586778003	609293902586778525	13	3976
2	609293902586775738	609293902586777649	13	3977
2	609293902389036363	609293902389037836	13	3978
1	609293899747397781	609293899760262201	7	3979
1	609293900307214008	609293900313007503	8	3980
1	609293901341568384	609293901346099728	7	3981
2	609293901711684660	609293901720343737	8	3982
2	609293901720347373	609293901720348057	7	3983
2	609293901720350400	609293901720350838	8	3984
2	609293901720351405	609293901720351840	7	3985
2	609293901720352908	609293901720353427	8	3986
2	609293901720353769	609293901720354567	7	3987
2	609293901720355008	609293901720355446	8	3988
2	609293901720355773	609293901720356274	7	3989
2	609293901720356664	609293901720357099	8	3990
2	609293901720357444	609293901720357519	7	3991
2	609293901720358515	609293901720358593	8	3992
2	609293901720358923	609293901720359004	7	3993
2	609293901720359394	609293901720359475	8	3994
3	609293901907188579	609293901907189335	7	3995
3	609293901946064514	609293901946066917	8	3996
3	609293901946266705	609293901946267431	7	3997
3	609293901946536330	609293901946537035	8	3998
3	609293901946667976	609293901946668564	7	3999
3	609293901946789821	609293901946790331	8	4000
3	609293901946926180	609293901946926666	7	4001
3	609293901947084793	609293901947085291	8	4002
3	609293901947224878	609293901947225772	7	4003
3	609293901947342658	609293901947343210	8	4004
3	609293901947445828	609293901947446332	7	4005
3	609293901947521902	609293901947522397	8	4006
3	609293901947641758	609293901947642643	7	4007
3	609293901947848356	609293901947849370	8	4008
3	609293901948002166	609293901948002679	7	4009
3	609293901948099492	609293901948099996	8	4010
3	609293901948231894	609293901948232755	7	4011
3	609293901948389979	609293901948391077	8	4012
3	609293901948536493	609293901948537018	7	4013
3	609293901948668034	609293901948668565	8	4014
3	609293901948775098	609293901948776064	7	4015
3	609293901948844041	609293901948844566	8	4016
3	609293901949024221	609293901949024821	7	4017
3	609293901949151868	609293901949152402	8	4018
3	609293901949273260	609293901949274145	7	4019
3	609293901949360227	609293901949360728	8	4020
3	609293901949491465	609293901949491996	7	4021
3	609293901949604475	609293901949604976	8	4022
3	609293901949705950	609293901949706799	7	4023
3	609293901949836396	609293901949836903	8	4024
3	609293901949938720	609293901949939206	7	4025
3	609293901950006481	609293901950006988	8	4026
3	609293901950152815	609293901950153730	7	4027
3	609293901950263422	609293901950264016	8	4028
3	609293901950382114	609293901950385810	7	4029
3	609293901950470764	609293901950471331	8	4030
3	609293901950590485	609293901950591400	7	4031
3	609293901950700636	609293901950701182	8	4032
3	609293901950805855	609293901950806380	7	4033
3	609293901950928972	609293901950929527	8	4034
3	609293901951036933	609293901951037842	7	4035
3	609293901951149046	609293901951149727	8	4036
3	609293901951256083	609293901951256674	7	4037
3	609293901951372795	609293901951373323	8	4038
3	609293901951494217	609293901951495147	7	4039
3	609293901951585030	609293901951587877	8	4040
3	609293901951699822	609293901951700377	7	4041
3	609293901951816009	609293901951816573	8	4042
3	609293901951873645	609293901951874644	7	4043
2	609293901990540927	609293901990546021	8	4044
2	609293901990547089	609293901990547566	7	4045
2	609293901990548298	609293901990548778	8	4046
2	609293901990549123	609293901990549555	7	4047
2	609293901990549960	609293901990550596	8	4048
2	609293901990550938	609293901990551517	7	4049
2	609293901990552543	609293901990553074	8	4050
2	609293901990553413	609293901990553494	7	4051
2	609293901990553938	609293901990554415	8	4052
2	609293901990554751	609293901990554829	7	4053
2	609293901990555243	609293901990555321	8	4054
2	609293901990555663	609293901990555741	7	4055
2	609293901990556509	609293901990556599	8	4056
2	609293901990556935	609293901990557013	7	4057
2	609293901990557424	609293901990557961	8	4058
2	609293901990558303	609293901990558759	7	4059
2	609293902042508157	609293902042509792	8	4060
2	609293902045080972	609293902045081767	7	4061
2	609293902045693866	609293902045696710	8	4062
2	609293902046856345	609293902046863461	7	4063
2	609293902047934818	609293902047946251	8	4064
2	609293902048693425	609293902048699317	7	4065
5	609293902049796597	609293902049801979	8	4066
5	609293902049805075	609293902049806998	7	4067
5	609293902049811996	609293902049813217	8	4068
5	609293902049814948	609293902049815746	7	4069
5	609293902049818371	609293902049819766	8	4070
5	609293902049823030	609293902049825250	7	4071
5	609293902049827464	609293902049833842	8	4072
5	609293902049867454	609293902049868255	7	4073
5	609293902049923167	609293902049925633	8	4074
5	609293902049975094	609293902049975943	7	4075
5	609293902097144454	609293902097148522	8	4076
5	609293902099716285	609293902099717032	7	4077
4	609293902101265260	609293902101268926	8	4078
4	609293902101276750	609293902101277902	7	4079
4	609293902101282603	609293902101283779	8	4080
4	609293902101289827	609293902101290601	7	4081
4	609293902101295389	609293902101296658	8	4082
4	609293902101299637	609293902101300207	7	4083
4	609293902101307266	609293902101307956	8	4084
4	609293902101314940	609293902101315018	7	4085
4	609293902101317280	609293902101319419	8	4086
4	609293902101320997	609293902101322857	7	4087
4	609293902101328608	609293902101331533	8	4088
4	609293902101337113	609293902101337752	7	4089
4	609293902101343299	609293902101346470	8	4090
4	609293902101353544	609293902101356886	7	4091
4	609293902156265937	609293902156271358	8	4092
4	609293902156384521	609293902156385025	7	4093
4	609293902158578394	609293902158580368	8	4094
4	609293902159592379	609293902159593975	7	4095
4	609293902160595549	609293902160599398	8	4096
4	609293902160626377	609293902160628066	7	4097
4	609293902161556746	609293902161561144	8	4098
4	609293902162347798	609293902162349889	7	4099
4	609293902163201970	609293902163204040	8	4100
4	609293902164133782	609293902164135297	7	4101
4	609293902164996957	609293902164998964	8	4102
2	609293902165018242	609293902165023513	7	4103
1	609293902165048332	609293902165052238	8	4104
1	609293902165060224	609293902165060863	7	4105
1	609293902165073706	609293902165076022	8	4106
1	609293902165089270	609293902165091463	7	4107
1	609293902165105494	609293902165106826	8	4108
1	609293902165111539	609293902165112091	7	4109
1	609293902165122516	609293902165123287	8	4110
1	609293902165129947	609293902165130679	7	4111
1	609293902165169550	609293902165173018	8	4112
1	609293902165189338	609293902165191069	7	4113
1	609293902165208010	609293902165210257	8	4114
1	609293902165223931	609293902165224597	7	4115
1	609293902165233441	609293902165234548	8	4116
1	609293902165245873	609293902165247691	7	4117
1	609293902165263348	609293902165266492	8	4118
1	609293902165281741	609293902165283958	7	4119
1	609293902165293072	609293902165297155	8	4120
1	609293902165327443	609293902165328964	7	4121
1	609293902165339623	609293902165341420	8	4122
1	609293902165357260	609293902165358835	7	4123
1	609293902368451833	609293902368454536	8	4124
1	609293902368484491	609293902368487032	7	4125
7	609293902368986124	609293902368991101	8	4126
7	609293902371097083	609293902371100557	7	4127
7	609293902372005531	609293902372031652	8	4128
7	609293902372377099	609293902372378467	7	4129
7	609293902372837434	609293902372838967	8	4130
7	609293902373287707	609293902373289075	7	4131
7	609293902373792562	609293902373793858	8	4132
7	609293902374291537	609293902374292434	7	4133
7	609293902374741720	609293902374744255	8	4134
7	609293902375137726	609293902375138821	7	4135
7	609293902375545588	609293902375546482	8	4136
7	609293902375987263	609293902375987992	7	4137
7	609293902376405679	609293902376407926	8	4138
7	609293902376814228	609293902376815122	7	4139
7	609293902377213627	609293902377215181	8	4140
7	609293902377458706	609293902377459453	7	4141
7	609293902377824556	609293902377827178	8	4142
7	609293902378322424	609293902378325109	7	4143
7	609293902378721589	609293902378723536	8	4144
7	609293902379094216	609293902379094957	7	4145
7	609293902379108895	609293902379112030	8	4146
7	609293902379547681	609293902379548581	7	4147
7	609293902380005955	609293902380008949	8	4148
7	609293902380429495	609293902380431757	7	4149
7	609293902380852534	609293902380854523	8	4150
7	609293902381028109	609293902381029120	7	4151
7	609293902381407180	609293902381408260	8	4152
7	609293902381887924	609293902381888698	7	4153
7	609293902382261349	609293902382263005	8	4154
7	609293902382721501	609293902382722377	7	4155
7	609293902383234903	609293902383236277	8	4156
7	609293902383820488	609293902383821886	7	4157
7	609293902388544900	609293902388546013	8	4158
2	609293908476047058	609293908524289332	9	4159
5	609293919161215278	609293919577905582	10	4160
2	609293914512873147	609293914590096981	11	4161
5	609293919577931856	609293919729679548	11	4162
5	609293919766145556	609293919782891076	12	4163
7	609293904824988195	609293904844446138	13	4164
7	609293904808084788	609293904824986665	13	4165
7	609293904794436867	609293904808082988	13	4166
7	609293904783355743	609293904794435166	13	4167
7	609293904775010685	609293904783353448	13	4168
7	609293904768800526	609293904775009485	13	4169
7	609293904764360661	609293904768798240	13	4170
7	609293904761439678	609293904764358315	13	4171
7	609293904759718722	609293904761437773	13	4172
7	609293904758819652	609293904759717123	13	4173
7	609293904758422584	609293904758818104	13	4174
7	609293904758421666	609293904758421753	13	4175
7	609293904758421312	609293904758421393	13	4176
7	609293904758420403	609293904758421033	13	4177
7	609293904758419149	609293904758419236	13	4178
7	609293904758418783	609293904758418870	13	4179
7	609293904758418423	609293904758418504	13	4180
7	609293904758418072	609293904758418153	13	4181
7	609293904758416665	609293904758417139	13	4182
7	609293904758415921	609293904758416389	13	4183
7	609293904758415177	609293904758415654	13	4184
7	609293904758414301	609293904758414910	13	4185
7	609293904758413542	609293904758414031	13	4186
7	609293904758412786	609293904758413260	13	4187
7	609293904758411412	609293904758411901	13	4188
7	609293904758411058	609293904758411142	13	4189
7	609293904758410635	609293904758410719	13	4190
7	609293904758410284	609293904758410368	13	4191
7	609293904758409936	609293904758410008	13	4192
7	609293904758409063	609293904758409657	13	4193
7	609293904758408700	609293904758408784	13	4194
7	609293904758408346	609293904758408430	13	4195
7	609293904758407995	609293904758408067	13	4196
7	609293904758407635	609293904758407716	13	4197
7	609293904758407275	609293904758407365	13	4198
7	609293904758406924	609293904758406996	13	4199
7	609293904758406546	609293904758406645	13	4200
7	609293904758405547	609293904758406276	13	4201
7	609293904758405190	609293904758405265	13	4202
7	609293904758404827	609293904758404911	13	4203
7	609293904758403894	609293904758403966	13	4204
7	609293904758402811	609293904758403615	13	4205
7	609293904758402451	609293904758402532	13	4206
7	609293904758402076	609293904758402178	13	4207
7	609293904758401689	609293904758401797	13	4208
7	609293904758401029	609293904758401419	13	4209
7	609293904758400471	609293904758400555	13	4210
7	609293904758399898	609293904758399973	13	4211
7	609293904758399538	609293904758399619	13	4212
7	609293904758398452	609293904758399268	13	4213
7	609293904758398098	609293904758398182	13	4214
7	609293904758397201	609293904758397276	13	4215
7	609293904758396841	609293904758396922	13	4216
7	609293904758395962	609293904758396571	13	4217
7	609293904758395614	609293904758395695	13	4218
7	609293904758395260	609293904758395335	13	4219
7	609293904758394144	609293904758394225	13	4220
7	609293904758393790	609293904758393874	13	4221
7	609293904758393442	609293904758393523	13	4222
7	609293904758393088	609293904758393163	13	4223
7	609293904758392380	609293904758392809	13	4224
7	609293904758391510	609293904758392110	13	4225
7	609293904758390775	609293904758391231	13	4226
7	609293904758390061	609293904758390502	13	4227
7	609293904758389329	609293904758389785	13	4228
7	609293904758388378	609293904758389053	13	4229
7	609293904758387547	609293904758388099	13	4230
7	609293904758386797	609293904758387280	13	4231
7	609293904758386068	609293904758386527	13	4232
7	609293904758385207	609293904758385789	13	4233
7	609293904758384307	609293904758384928	13	4234
7	609293904758383071	609293904758383512	13	4235
7	609293904758381739	609293904758382222	13	4236
7	609293904758380734	609293904758381457	13	4237
